ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
GMB,Gambia,total,Sanitation,2020,28.67871,738188.61939,Disposed insitu
GMB,Gambia,rural,Sanitation,2020,25.81288,248613.49727,Disposed insitu
GMB,Gambia,urban,Sanitation,2020,30.3922,489575.10562,Disposed insitu
GMB,Gambia,total,Sanitation,2020,0.59041,15197.23188,Sewage treated
GMB,Gambia,rural,Sanitation,2020,0.00072,6.89609,Sewage treated
GMB,Gambia,urban,Sanitation,2020,0.943,15190.33537,Sewage treated
GNB,Guinea-Bissau,total,Sanitation,2020,0,0,Faecal sludge treated
GNB,Guinea-Bissau,rural,Sanitation,2020,0,0,Faecal sludge treated
GNB,Guinea-Bissau,urban,Sanitation,2020,0,0,Faecal sludge treated
GNB,Guinea-Bissau,total,Sanitation,2020,14.22955,286843.27023,Disposed insitu
GNB,Guinea-Bissau,rural,Sanitation,2020,9.90052,111372.22874,Disposed insitu
GNB,Guinea-Bissau,urban,Sanitation,2020,19.69559,175471.04876,Disposed insitu
GNB,Guinea-Bissau,total,Sanitation,2020,0.36948,7448.15485,Sewage treated
GNB,Guinea-Bissau,rural,Sanitation,2020,0.12657,1423.84992,Sewage treated
GNB,Guinea-Bissau,urban,Sanitation,2020,0.67619,6024.30517,Sewage treated
GRC,Greece,total,Sanitation,2020,3.82538,402133.33236,Faecal sludge treated
GRC,Greece,urban,Sanitation,2020,1.23008,103078.93068,Faecal sludge treated
GRC,Greece,total,Sanitation,2020,3.82538,402133.33236,Disposed insitu
GRC,Greece,urban,Sanitation,2020,1.23008,103078.93068,Disposed insitu
GRC,Greece,total,Sanitation,2020,83.78134,8807288.38278,Sewage treated
GRC,Greece,rural,Sanitation,2020,42.48701,905995.45181,Sewage treated
GRC,Greece,urban,Sanitation,2020,94.28946,7901292.76642,Sewage treated
GRL,Greenland,total,Sanitation,2020,0,0,Faecal sludge treated
GRL,Greenland,total,Sanitation,2020,0,0,Disposed insitu
GRL,Greenland,total,Sanitation,2020,0,0,Sewage treated
GUF,French Guiana,total,Sanitation,2020,13.62461,39643.40174,Faecal sludge treated
GUF,French Guiana,total,Sanitation,2020,13.62461,39643.40174,Disposed insitu
GUF,French Guiana,total,Sanitation,2020,47.44805,138059.12644,Sewage treated
GUY,Guyana,total,Sanitation,2020,0,0,Faecal sludge treated
GUY,Guyana,rural,Sanitation,2020,0,0,Faecal sludge treated
GUY,Guyana,urban,Sanitation,2020,0,0,Faecal sludge treated
GUY,Guyana,total,Sanitation,2020,43.87316,349757.73026,Disposed insitu
GUY,Guyana,rural,Sanitation,2020,48.41693,282591.94875,Disposed insitu
GUY,Guyana,urban,Sanitation,2020,31.45372,67165.80516,Disposed insitu
GUY,Guyana,total,Sanitation,2020,1.42915,11393.21439,Sewage treated
GUY,Guyana,rural,Sanitation,2020,0.66823,3900.19095,Sewage treated
GUY,Guyana,urban,Sanitation,2020,3.50898,7493.02381,Sewage treated
HKG,"China, Hong Kong SAR",total,Sanitation,2020,1.47831,110887.33883,Faecal sludge treated
HKG,"China, Hong Kong SAR",urban,Sanitation,2020,1.47831,110887.33883,Faecal sludge treated
HKG,"China, Hong Kong SAR",total,Sanitation,2020,1.53454,115105.54758,Disposed insitu
HKG,"China, Hong Kong SAR",urban,Sanitation,2020,1.53454,115105.54758,Disposed insitu
HKG,"China, Hong Kong SAR",total,Sanitation,2020,90.01102,6751688.90733,Sewage treated
HKG,"China, Hong Kong SAR",urban,Sanitation,2020,90.01102,6751688.90733,Sewage treated
HND,Honduras,total,Sanitation,2020,0.05438,5504.48391,Faecal sludge treated
HND,Honduras,rural,Sanitation,2020,0,0,Faecal sludge treated
HND,Honduras,urban,Sanitation,2020,0.09319,5504.48394,Faecal sludge treated
HND,Honduras,total,Sanitation,2020,37.89019,3835155.47017,Disposed insitu
HND,Honduras,rural,Sanitation,2020,66.63366,2808478.00901,Disposed insitu
HND,Honduras,urban,Sanitation,2020,17.38081,1026677.32536,Disposed insitu
HND,Honduras,total,Sanitation,2020,14.1111,1428292.32569,Sewage treated
HND,Honduras,rural,Sanitation,2020,1.80103,75909.97679,Sewage treated
HND,Honduras,urban,Sanitation,2020,22.89473,1352382.35136,Sewage treated
HRV,Croatia,total,Sanitation,2020,11.22039,459684.47891,Faecal sludge treated
HRV,Croatia,urban,Sanitation,2020,5.7945,136626.95282,Faecal sludge treated
HRV,Croatia,total,Sanitation,2020,11.22039,459684.47891,Disposed insitu
HRV,Croatia,urban,Sanitation,2020,5.7945,136626.95282,Disposed insitu
HRV,Croatia,total,Sanitation,2020,55.73101,2283226.3998,Sewage treated
HRV,Croatia,rural,Sanitation,2020,27.522,478607.07446,Sewage treated
HRV,Croatia,urban,Sanitation,2020,76.53596,1804619.24069,Sewage treated
HUN,Hungary,total,Sanitation,2020,3.9734,387429.10219,Faecal sludge treated
HUN,Hungary,rural,Sanitation,2020,8.94199,244636.44742,Faecal sludge treated
HUN,Hungary,urban,Sanitation,2020,2.0356,142792.6428,Faecal sludge treated
HUN,Hungary,total,Sanitation,2020,3.9734,387429.10219,Disposed insitu
HUN,Hungary,rural,Sanitation,2020,8.94199,244636.44742,Disposed insitu
HUN,Hungary,urban,Sanitation,2020,2.0356,142792.6428,Disposed insitu
HUN,Hungary,total,Sanitation,2020,79.83369,7784242.42671,Sewage treated
HUN,Hungary,rural,Sanitation,2020,62.80188,1718143.63605,Sewage treated
HUN,Hungary,urban,Sanitation,2020,86.47624,6066098.8335,Sewage treated
IMN,Isle of Man,total,Sanitation,2020,2.52976,2126.16369,Faecal sludge treated
IMN,Isle of Man,total,Sanitation,2020,2.52976,2126.16369,Disposed insitu
IMN,Isle of Man,total,Sanitation,2020,79.7619,67036.69048,Sewage treated
IND,India,total,Sanitation,2020,0.63663,8889784.20825,Faecal sludge treated
IND,India,rural,Sanitation,2020,0,0,Faecal sludge treated
IND,India,urban,Sanitation,2020,1.82279,8889784.56825,Faecal sludge treated
IND,India,total,Sanitation,2020,42.90933,599180316.09855,Disposed insitu
IND,India,rural,Sanitation,2020,51.42263,467269715.35169,Disposed insitu
IND,India,urban,Sanitation,2020,27.04737,131910601.20356,Disposed insitu
IND,India,total,Sanitation,2020,4.35364,60793715.59497,Sewage treated
IND,India,rural,Sanitation,2020,0.52187,4742144.61052,Sewage treated
IND,India,urban,Sanitation,2020,11.49299,56051573.20474,Sewage treated
IRL,Ireland,total,Sanitation,2020,0.55552,27476.84639,Faecal sludge treated
IRL,Ireland,rural,Sanitation,2020,0,0,Faecal sludge treated
IRL,Ireland,urban,Sanitation,2020,0.87274,27476.84615,Faecal sludge treated
IRL,Ireland,total,Sanitation,2020,18.77409,928588.63316,Disposed insitu
IRL,Ireland,rural,Sanitation,2020,50.12398,901111.79117,Disposed insitu
IRL,Ireland,urban,Sanitation,2020,0.87274,27476.84615,Disposed insitu
IRL,Ireland,total,Sanitation,2020,60.26312,2980685.50944,Sewage treated
IRL,Ireland,rural,Sanitation,2020,20.70652,372254.83193,Sewage treated
IRL,Ireland,urban,Sanitation,2020,82.85064,2608430.65668,Sewage treated
IRN,Iran (Islamic Republic of),urban,Sanitation,2020,24.31779,16105810.17058,Faecal sludge treated
IRN,Iran (Islamic Republic of),urban,Sanitation,2020,24.31779,16105810.17058,Disposed insitu
IRN,Iran (Islamic Republic of),total,Sanitation,2020,21.82978,19055260.47063,Sewage treated
IRN,Iran (Islamic Republic of),rural,Sanitation,2020,0.24581,51766.03039,Sewage treated
IRN,Iran (Islamic Republic of),urban,Sanitation,2020,28.69294,19003493.72571,Sewage treated
IRQ,Iraq,total,Sanitation,2020,0,0,Faecal sludge treated
IRQ,Iraq,rural,Sanitation,2020,0,0,Faecal sludge treated
IRQ,Iraq,urban,Sanitation,2020,0,0,Faecal sludge treated
IRQ,Iraq,total,Sanitation,2020,25.7823,10972170.71185,Disposed insitu
IRQ,Iraq,rural,Sanitation,2020,40.66858,5037641.79614,Disposed insitu
IRQ,Iraq,urban,Sanitation,2020,19.67035,5934529.1338,Disposed insitu
IRQ,Iraq,total,Sanitation,2020,25.58402,10887788.38057,Sewage treated
IRQ,Iraq,rural,Sanitation,2020,6.95841,861942.95739,Sewage treated
IRQ,Iraq,urban,Sanitation,2020,33.23126,10025845.51183,Sewage treated
ISR,Israel,total,Sanitation,2020,0.18509,16208.96268,Faecal sludge treated
ISR,Israel,rural,Sanitation,2020,0.9949,6458.83898,Faecal sludge treated
ISR,Israel,urban,Sanitation,2020,0.12025,9750.12387,Faecal sludge treated
ISR,Israel,total,Sanitation,2020,0.1924,16849.41098,Disposed insitu
ISR,Israel,rural,Sanitation,2020,1.03421,6714.04053,Disposed insitu
ISR,Israel,urban,Sanitation,2020,0.125,10135.37063,Disposed insitu
ISR,Israel,total,Sanitation,2020,94.36672,8264154.74919,Sewage treated
ISR,Israel,rural,Sanitation,2020,90.40196,586882.8418,Sewage treated
ISR,Israel,urban,Sanitation,2020,94.68415,7677272.01741,Sewage treated
ITA,Italy,total,Sanitation,2020,0.80097,476580.48063,Faecal sludge treated
ITA,Italy,rural,Sanitation,2020,1.57086,270690.08822,Faecal sludge treated
ITA,Italy,urban,Sanitation,2020,0.4871,205890.3924,Faecal sludge treated
ITA,Italy,total,Sanitation,2020,0.82291,489637.13105,Disposed insitu
ITA,Italy,rural,Sanitation,2020,1.6139,278106.05676,Disposed insitu
ITA,Italy,urban,Sanitation,2020,0.50044,211531.07428,Disposed insitu
ITA,Italy,total,Sanitation,2020,77.39912,46052924.9816,Sewage treated
ITA,Italy,rural,Sanitation,2020,74.89054,12905111.29993,Sewage treated
ITA,Italy,urban,Sanitation,2020,78.42181,33147815.18187,Sewage treated
JAM,Jamaica,total,Sanitation,2020,7.79907,219967.83486,Sewage treated
JAM,Jamaica,rural,Sanitation,2020,2.26878,27956.36858,Sewage treated
JAM,Jamaica,urban,Sanitation,2020,12.08976,192011.47774,Sewage treated
JOR,Jordan,total,Sanitation,2020,8.28346,905276.60173,Faecal sludge treated
JOR,Jordan,urban,Sanitation,2020,7.19915,719254.15893,Faecal sludge treated
JOR,Jordan,total,Sanitation,2020,8.28346,905276.60173,Disposed insitu
JOR,Jordan,urban,Sanitation,2020,7.19915,719254.15893,Disposed insitu
JOR,Jordan,total,Sanitation,2020,65.70351,7180553.70183,Sewage treated
JOR,Jordan,rural,Sanitation,2020,19.85848,186253.32454,Sewage treated
JOR,Jordan,urban,Sanitation,2020,70.00728,6994300.12249,Sewage treated
JPN,Japan,total,Sanitation,2020,21.21224,26567223.27438,Faecal sludge treated
JPN,Japan,total,Sanitation,2020,0.00198,2477.72627,Disposed insitu
JPN,Japan,total,Sanitation,2020,77.82067,97466310.5931,Sewage treated
KAZ,Kazakhstan,urban,Sanitation,2020,13.86446,1517537.59835,Faecal sludge treated
KAZ,Kazakhstan,urban,Sanitation,2020,15.46609,1692843.43566,Disposed insitu
KAZ,Kazakhstan,total,Sanitation,2020,32.56357,6180318.71995,Sewage treated
KAZ,Kazakhstan,rural,Sanitation,2020,1.85313,148874.95244,Sewage treated
KAZ,Kazakhstan,urban,Sanitation,2020,55.10423,6031444.01066,Sewage treated
KEN,Kenya,total,Sanitation,2020,0,0,Faecal sludge treated
KEN,Kenya,rural,Sanitation,2020,0,0,Faecal sludge treated
KEN,Kenya,urban,Sanitation,2020,0,0,Faecal sludge treated
KEN,Kenya,total,Sanitation,2020,29.37024,15268347.18588,Disposed insitu
KEN,Kenya,rural,Sanitation,2020,32.19136,12049985.03224,Disposed insitu
KEN,Kenya,urban,Sanitation,2020,22.11413,3218362.36693,Disposed insitu
KEN,Kenya,total,Sanitation,2020,1.50325,781477.33685,Sewage treated
KEN,Kenya,rural,Sanitation,2020,0.07988,29899.19673,Sewage treated
KEN,Kenya,urban,Sanitation,2020,5.16427,751578.14344,Sewage treated
KGZ,Kyrgyzstan,total,Sanitation,2020,0,0,Faecal sludge treated
KGZ,Kyrgyzstan,rural,Sanitation,2020,0,0,Faecal sludge treated
KGZ,Kyrgyzstan,urban,Sanitation,2020,0,0,Faecal sludge treated
KGZ,Kyrgyzstan,total,Sanitation,2020,77.95993,5008827.50039,Disposed insitu
KGZ,Kyrgyzstan,rural,Sanitation,2020,96.45762,3913210.87551,Disposed insitu
KGZ,Kyrgyzstan,urban,Sanitation,2020,46.26854,1095616.56012,Disposed insitu
KGZ,Kyrgyzstan,total,Sanitation,2020,14.55471,935122.07177,Sewage treated
KGZ,Kyrgyzstan,rural,Sanitation,2020,0,0,Sewage treated
KGZ,Kyrgyzstan,urban,Sanitation,2020,39.49076,935122.10494,Sewage treated
KHM,Cambodia,total,Sanitation,2020,0,0,Faecal sludge treated
KHM,Cambodia,rural,Sanitation,2020,0,0,Faecal sludge treated
KHM,Cambodia,urban,Sanitation,2020,0,0,Faecal sludge treated
KHM,Cambodia,total,Sanitation,2020,26.93288,4416147.28713,Disposed insitu
KHM,Cambodia,rural,Sanitation,2020,28.33073,3519688.69975,Disposed insitu
KHM,Cambodia,urban,Sanitation,2020,22.56214,896458.56178,Disposed insitu
KHM,Cambodia,total,Sanitation,2020,6.70992,1100216.9902,Sewage treated
KHM,Cambodia,rural,Sanitation,2020,2.24469,278870.58064,Sewage treated
KHM,Cambodia,urban,Sanitation,2020,20.67171,821346.44353,Sewage treated
KIR,Kiribati,total,Sanitation,2020,0,0,Faecal sludge treated
KIR,Kiribati,rural,Sanitation,2020,0,0,Faecal sludge treated
KIR,Kiribati,urban,Sanitation,2020,0,0,Faecal sludge treated
KIR,Kiribati,total,Sanitation,2020,22.21524,28094.05687,Disposed insitu
KIR,Kiribati,rural,Sanitation,2020,24.03249,13495.96547,Disposed insitu
KIR,Kiribati,urban,Sanitation,2020,20.7637,14598.09121,Disposed insitu
KIR,Kiribati,total,Sanitation,2020,2.1062,2663.56752,Sewage treated
KIR,Kiribati,rural,Sanitation,2020,0.16875,94.76461,Sewage treated
KIR,Kiribati,urban,Sanitation,2020,3.65375,2568.80278,Sewage treated
KOR,Republic of Korea,total,Sanitation,2020,1.67692,869393.35376,Faecal sludge treated
KOR,Republic of Korea,total,Sanitation,2020,0.28707,148828.38231,Disposed insitu
KOR,Republic of Korea,total,Sanitation,2020,97.51547,50556592.79566,Sewage treated
KWT,Kuwait,total,Sanitation,2020,0,0,Faecal sludge treated
KWT,Kuwait,urban,Sanitation,2020,0,0,Faecal sludge treated
KWT,Kuwait,total,Sanitation,2020,0,0,Disposed insitu
KWT,Kuwait,urban,Sanitation,2020,0,0,Disposed insitu
KWT,Kuwait,total,Sanitation,2020,100,4360444,Sewage treated
KWT,Kuwait,urban,Sanitation,2020,99.9986,4360383.0628,Sewage treated
LAO,Lao People's Democratic Republic,total,Sanitation,2020,0,0,Faecal sludge treated
LAO,Lao People's Democratic Republic,rural,Sanitation,2020,0,0,Faecal sludge treated
LAO,Lao People's Democratic Republic,urban,Sanitation,2020,0,0,Faecal sludge treated
LAO,Lao People's Democratic Republic,total,Sanitation,2020,60.53884,4431079.4839,Disposed insitu
LAO,Lao People's Democratic Republic,rural,Sanitation,2020,59.42858,2771266.98126,Disposed insitu
LAO,Lao People's Democratic Republic,urban,Sanitation,2020,62.48801,1659812.57552,Disposed insitu
LAO,Lao People's Democratic Republic,total,Sanitation,2020,0.54258,39713.23324,Sewage treated
LAO,Lao People's Democratic Republic,rural,Sanitation,2020,0.36995,17251.36954,Sewage treated
LAO,Lao People's Democratic Republic,urban,Sanitation,2020,0.84564,22461.86454,Sewage treated
LBN,Lebanon,total,Sanitation,2020,1.65648,93805.36427,Faecal sludge treated
LBN,Lebanon,total,Sanitation,2020,7.70457,436304.01986,Disposed insitu
LBN,Lebanon,total,Sanitation,2020,16.61227,940740.26141,Sewage treated
LBY,Libya,total,Sanitation,2020,1.86073,123811.75159,Faecal sludge treated
LBY,Libya,total,Sanitation,2020,11.97627,796894.34027,Disposed insitu
LBY,Libya,total,Sanitation,2020,9.99354,664964.19638,Sewage treated
LIE,Liechtenstein,total,Sanitation,2020,0.6125,237.3805,Faecal sludge treated
LIE,Liechtenstein,total,Sanitation,2020,0.025,9.689,Disposed insitu
LIE,Liechtenstein,total,Sanitation,2020,95.58378,37044.44971,Sewage treated
LSO,Lesotho,total,Sanitation,2020,0,0,Faecal sludge treated
LSO,Lesotho,rural,Sanitation,2020,0,0,Faecal sludge treated
LSO,Lesotho,urban,Sanitation,2020,0,0,Faecal sludge treated
LSO,Lesotho,total,Sanitation,2020,47.28292,1065804.36961,Disposed insitu
LSO,Lesotho,rural,Sanitation,2020,50.85445,813559.23467,Disposed insitu
LSO,Lesotho,urban,Sanitation,2020,38.55073,252245.19318,Disposed insitu
LSO,Lesotho,total,Sanitation,2020,0.33876,7636.06027,Sewage treated
LSO,Lesotho,rural,Sanitation,2020,0.11236,1797.46038,Sewage treated
LSO,Lesotho,urban,Sanitation,2020,0.89232,5838.60001,Sewage treated
LTU,Lithuania,total,Sanitation,2020,1.43069,40349.40999,Faecal sludge treated
LTU,Lithuania,rural,Sanitation,2020,4.47736,40349.41082,Faecal sludge treated
LTU,Lithuania,urban,Sanitation,2020,0,0,Faecal sludge treated
LTU,Lithuania,total,Sanitation,2020,1.43069,40349.40999,Disposed insitu
LTU,Lithuania,rural,Sanitation,2020,4.47736,40349.41082,Disposed insitu
LTU,Lithuania,urban,Sanitation,2020,0,0,Disposed insitu
LTU,Lithuania,total,Sanitation,2020,91.41383,2578114.08013,Sewage treated
LTU,Lithuania,rural,Sanitation,2020,79.24142,714114.3234,Sewage treated
LTU,Lithuania,urban,Sanitation,2020,97.12992,1863999.81283,Sewage treated
LUX,Luxembourg,total,Sanitation,2020,0.3993,2517.19641,Faecal sludge treated
LUX,Luxembourg,rural,Sanitation,2020,4.65205,2506.53211,Faecal sludge treated
LUX,Luxembourg,urban,Sanitation,2020,0.00185,10.66431,Faecal sludge treated
LUX,Luxembourg,total,Sanitation,2020,0.40365,2544.61123,Disposed insitu
LUX,Luxembourg,rural,Sanitation,2020,4.70271,2533.83078,Disposed insitu
LUX,Luxembourg,urban,Sanitation,2020,0.00187,10.78046,Disposed insitu
LUX,Luxembourg,total,Sanitation,2020,94.33916,594713.12809,Sewage treated
LUX,Luxembourg,rural,Sanitation,2020,78.57479,42336.2631,Sewage treated
LUX,Luxembourg,urban,Sanitation,2020,95.81246,552376.87593,Sewage treated
LVA,Latvia,total,Sanitation,2020,3.9509,74950.61096,Faecal sludge treated
LVA,Latvia,total,Sanitation,2020,4.11121,77991.82836,Disposed insitu
LVA,Latvia,total,Sanitation,2020,76.61453,1453417.43156,Sewage treated
MAC,"China, Macao SAR",total,Sanitation,2020,0,0,Faecal sludge treated
MAC,"China, Macao SAR",urban,Sanitation,2020,0,0,Faecal sludge treated
MAC,"China, Macao SAR",total,Sanitation,2020,0,0,Disposed insitu
MAC,"China, Macao SAR",urban,Sanitation,2020,0,0,Disposed insitu
MAC,"China, Macao SAR",total,Sanitation,2020,66.10806,447077.55976,Sewage treated
MAC,"China, Macao SAR",urban,Sanitation,2020,66.10806,447077.55976,Sewage treated
MAR,Morocco,total,Sanitation,2020,8.03736,2948809.06202,Faecal sludge treated
MAR,Morocco,urban,Sanitation,2020,0.56884,132590.4851,Faecal sludge treated
MAR,Morocco,total,Sanitation,2020,9.31671,3418187.01766,Disposed insitu
MAR,Morocco,urban,Sanitation,2020,1.33572,311345.3602,Disposed insitu
MAR,Morocco,total,Sanitation,2020,20.69025,7590998.25894,Sewage treated
MAR,Morocco,rural,Sanitation,2020,0.07655,10242.24051,Sewage treated
MAR,Morocco,urban,Sanitation,2020,32.52272,7580755.58638,Sewage treated
MCO,Monaco,total,Sanitation,2020,0,0,Faecal sludge treated
MCO,Monaco,urban,Sanitation,2020,0,0,Faecal sludge treated
MCO,Monaco,total,Sanitation,2020,0,0,Disposed insitu
MCO,Monaco,urban,Sanitation,2020,0,0,Disposed insitu
MCO,Monaco,total,Sanitation,2020,100,36922,Sewage treated
MCO,Monaco,urban,Sanitation,2020,100,36922,Sewage treated
MDA,Republic of Moldova,urban,Sanitation,2020,8.21555,108595.27829,Faecal sludge treated
MDA,Republic of Moldova,urban,Sanitation,2020,8.59119,113560.56971,Disposed insitu
MDA,Republic of Moldova,total,Sanitation,2020,30.22946,932532.67292,Sewage treated
MDA,Republic of Moldova,rural,Sanitation,2020,3.07258,54170.25226,Sewage treated
MDA,Republic of Moldova,urban,Sanitation,2020,66.45068,878362.3737,Sewage treated
MDG,Madagascar,total,Sanitation,2020,0,0,Faecal sludge treated
MDG,Madagascar,rural,Sanitation,2020,0,0,Faecal sludge treated
MDG,Madagascar,urban,Sanitation,2020,0,0,Faecal sludge treated
MDG,Madagascar,total,Sanitation,2020,11.23558,3171262.5954,Disposed insitu
MDG,Madagascar,rural,Sanitation,2020,8.86928,1538721.33314,Disposed insitu
MDG,Madagascar,urban,Sanitation,2020,15.01009,1632541.37003,Disposed insitu
MDG,Madagascar,total,Sanitation,2020,0.23673,66817.29353,Sewage treated
MDG,Madagascar,rural,Sanitation,2020,0.0979,16985.22093,Sewage treated
MDG,Madagascar,urban,Sanitation,2020,0.45817,49832.07367,Sewage treated
MEX,Mexico,total,Sanitation,2020,3.10087,3907044.10484,Faecal sludge treated
MEX,Mexico,urban,Sanitation,2020,1.39883,1422884.73086,Faecal sludge treated
MEX,Mexico,total,Sanitation,2020,4.65832,5869403.61965,Disposed insitu
MEX,Mexico,urban,Sanitation,2020,2.10141,2137545.56271,Disposed insitu
MEX,Mexico,total,Sanitation,2020,49.95161,62938181.37955,Sewage treated
MEX,Mexico,rural,Sanitation,2020,22.66853,5503605.27503,Sewage treated
MEX,Mexico,urban,Sanitation,2020,56.46358,57434576.10703,Sewage treated
MKD,North Macedonia,total,Sanitation,2020,0.47713,10072.57041,Faecal sludge treated
MKD,North Macedonia,rural,Sanitation,2020,1.14921,10072.5707,Faecal sludge treated
MKD,North Macedonia,urban,Sanitation,2020,0,0,Faecal sludge treated
MKD,North Macedonia,total,Sanitation,2020,5.14382,108589.81646,Disposed insitu
MKD,North Macedonia,rural,Sanitation,2020,12.38938,108589.81962,Disposed insitu
MKD,North Macedonia,urban,Sanitation,2020,0,0,Disposed insitu
MKD,North Macedonia,total,Sanitation,2020,6.58396,138992.12756,Sewage treated
MKD,North Macedonia,rural,Sanitation,2020,4.35237,38147.43427,Sewage treated
MKD,North Macedonia,urban,Sanitation,2020,8.16823,100844.69881,Sewage treated
MLI,Mali,total,Sanitation,2020,0,0,Faecal sludge treated
MLI,Mali,rural,Sanitation,2020,0,0,Faecal sludge treated
MLI,Mali,urban,Sanitation,2020,0,0,Faecal sludge treated
MLI,Mali,total,Sanitation,2020,14.27832,3030435.72452,Disposed insitu
MLI,Mali,rural,Sanitation,2020,20.8006,2476264.51587,Disposed insitu
MLI,Mali,urban,Sanitation,2020,5.94651,554171.15178,Disposed insitu
MLI,Mali,total,Sanitation,2020,0.61657,130861.25388,Sewage treated
MLI,Mali,rural,Sanitation,2020,0.01113,1325.28411,Sewage treated
MLI,Mali,urban,Sanitation,2020,1.38998,129535.97428,Sewage treated
MLT,Malta,total,Sanitation,2020,0.9027,4652.15248,Faecal sludge treated
MLT,Malta,total,Sanitation,2020,0,0,Disposed insitu
MLT,Malta,total,Sanitation,2020,87.2737,449772.01714,Sewage treated
MMR,Myanmar,total,Sanitation,2020,0,0,Faecal sludge treated
MMR,Myanmar,rural,Sanitation,2020,0,0,Faecal sludge treated
MMR,Myanmar,urban,Sanitation,2020,0,0,Faecal sludge treated
MMR,Myanmar,total,Sanitation,2020,60.30308,32215832.20618,Disposed insitu
MMR,Myanmar,rural,Sanitation,2020,63.86052,23492165.487,Disposed insitu
MMR,Myanmar,urban,Sanitation,2020,52.43685,8723666.64018,Disposed insitu
MMR,Myanmar,total,Sanitation,2020,0.41034,219217.43463,Sewage treated
MMR,Myanmar,rural,Sanitation,2020,0.15428,56756.14625,Sewage treated
MMR,Myanmar,urban,Sanitation,2020,0.97653,162461.28367,Sewage treated
MNE,Montenegro,total,Sanitation,2020,2.60244,16370.60392,Faecal sludge treated
MNE,Montenegro,rural,Sanitation,2020,0,0,Faecal sludge treated
MNE,Montenegro,urban,Sanitation,2020,3.85615,16370.60463,Faecal sludge treated
MNE,Montenegro,total,Sanitation,2020,19.90077,125185.36502,Disposed insitu
MNE,Montenegro,rural,Sanitation,2020,29.94179,61235.7603,Disposed insitu
MNE,Montenegro,urban,Sanitation,2020,15.06356,63949.60527,Disposed insitu
MNE,Montenegro,total,Sanitation,2020,30.91189,194450.63632,Sewage treated
MNE,Montenegro,rural,Sanitation,2020,11.76103,24053.20289,Sewage treated
MNE,Montenegro,urban,Sanitation,2020,40.13772,170397.44002,Sewage treated
MNG,Mongolia,total,Sanitation,2020,0,0,Faecal sludge treated
MNG,Mongolia,rural,Sanitation,2020,0,0,Faecal sludge treated
MNG,Mongolia,urban,Sanitation,2020,0,0,Faecal sludge treated
MNG,Mongolia,total,Sanitation,2020,45.47962,1498250.93662,Disposed insitu
MNG,Mongolia,rural,Sanitation,2020,51.25928,529274.28708,Disposed insitu
MNG,Mongolia,urban,Sanitation,2020,42.84111,968976.61863,Disposed insitu
MNG,Mongolia,total,Sanitation,2020,19.67159,648047.9133,Sewage treated
MNG,Mongolia,rural,Sanitation,2020,2.84949,29422.26074,Sewage treated
MNG,Mongolia,urban,Sanitation,2020,27.35114,618625.64986,Sewage treated
MOZ,Mozambique,rural,Sanitation,2020,0,0,Faecal sludge treated
MOZ,Mozambique,rural,Sanitation,2020,19.16385,3759796.9139,Disposed insitu
MOZ,Mozambique,rural,Sanitation,2020,0.01414,2773.68815,Sewage treated
MTQ,Martinique,total,Sanitation,2020,46.1884,171077.69317,Sewage treated
MUS,Mauritius,urban,Sanitation,2020,33.99221,179816.9805,Sewage treated
MWI,Malawi,total,Sanitation,2020,0,0,Faecal sludge treated
MWI,Malawi,rural,Sanitation,2020,0,0,Faecal sludge treated
MWI,Malawi,urban,Sanitation,2020,0,0,Faecal sludge treated
MWI,Malawi,total,Sanitation,2020,41.62655,8066001.02081,Disposed insitu
MWI,Malawi,rural,Sanitation,2020,42.59159,6814749.22651,Disposed insitu
